date, pm25, pm10, o3, no2, so2, co
2020-03-16,109,46,13,4, , 
2020-03-17,79,44,9,5, , 
2020-03-18,84,40,11,5, , 
2020-03-19,75,36,11,5, , 
2020-03-20,75,35,13,5, , 
2020-03-21,79,29,13,5, , 
2020-03-22,69,30,12,7,1, 
2020-03-23,65,28,9,6, , 
2020-03-24,61,31,9,4, , 
2020-03-25,70,25,8,4, , 
2020-03-26,59,27,7,4, , 
2020-03-27,59,37,11,4, , 
2020-03-28,81,30,10,3, , 
2020-03-29,72, , , , , 
